Apr  9 04:00:00 VPX-13 newsyslog[72292]: logfile turned over due to size>100K
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76410 0 :  "TRACE weeknumofyear CALL 1 : CALL getYearBeginDayOfWeek" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76411 0 :  "TRACE weeknumofyear CALL 1 : LINE 22" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76412 0 :  "TRACE weeknumofyear CALL 1 : CALL date" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76413 0 :  "TRACE weeknumofyear CALL 1 : RETURN FROM date; return = {["day"]=9,["hour"]=4,["isdst"]=false,["min"]=21,["month"]=4,["sec"]=45,["wday"]=6,["yday"]=99,["year"]=2021}" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76414 0 :  "TRACE weeknumofyear CALL 1 : CALL time" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76415 0 :  "TRACE weeknumofyear CALL 1 : RETURN FROM time; return = 1609502400" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76416 0 :  "TRACE weeknumofyear CALL 1 : CALL __newindex; t = {}; k = "yearBegin"; v = 1609502400" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76417 0 :  "TRACE weeknumofyear CALL 1 : LINE 10" 
Apr  9 04:21:45 <local0.debug> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default NSEXTENSION Message 76418 0 :  "TRACE weeknumofyear CALL 1 : CALL error" 
Apr  9 04:21:45 <local0.info> 192.168.101.5 04/09/2021:04:21:45 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76419 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:21:59 <local0.debug> 192.168.101.5 04/09/2021:04:21:59 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76420 0 :  SPCBId 14683 - ClientIP 192.168.101.101 - ClientPort 43931 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:21:59 <local0.info> 192.168.101.5 04/09/2021:04:21:59 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88310 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76421 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-1 : default AAA Message 76422 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76423 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-1 : default AAA Message 76424 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88311 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:22:00 <local0.debug> 192.168.101.5 04/09/2021:04:22:00 GMT VPX-13 0-PPE-0 : default AAA Message 88312 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:22:14 <local0.debug> 192.168.101.5 04/09/2021:04:22:14 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88313 0 :  SPCBId 12569 - ClientIP 192.168.101.101 - ClientPort 44160 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:22:14 <local0.info> 192.168.101.5 04/09/2021:04:22:14 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76425 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:22:18 <local0.info> 192.168.101.5 04/09/2021:04:22:18 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88314 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:22:28 <local0.debug> 192.168.101.5 04/09/2021:04:22:28 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88315 0 :  SPCBId 12570 - ClientIP 192.168.101.101 - ClientPort 44173 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:22:28 <local0.info> 192.168.101.5 04/09/2021:04:22:28 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76426 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:22:42 <local0.debug> 192.168.101.5 04/09/2021:04:22:42 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76427 0 :  SPCBId 14684 - ClientIP 192.168.101.101 - ClientPort 44406 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:22:42 <local0.info> 192.168.101.5 04/09/2021:04:22:42 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76428 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:22:43 <local0.info> 192.168.101.5 04/09/2021:04:22:43 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88316 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show ns version" - Status "Success" 
Apr  9 04:22:43 <local0.info> 192.168.101.5 04/09/2021:04:22:43 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88317 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show lb vserver" - Status "Success" 
Apr  9 04:22:44 <local0.info> 192.168.101.5 04/09/2021:04:22:44 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88318 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show ns version" - Status "Success" 
Apr  9 04:22:44 <local0.info> 192.168.101.5 04/09/2021:04:22:44 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88319 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs vserver" - Status "Success" 
Apr  9 04:22:44 <local0.info> 192.168.101.5 04/09/2021:04:22:44 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88320 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs vserver csv_SSL_10.0.0.50_443" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88321 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action CSV_SSL_Simplification_act" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88322 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action ADFS_Proxy_Passive_act" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88323 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action ADFS_Proxy_Internal_act" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88324 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action ADFS_Proxy_NoAuth_act" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88325 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs vserver csv_HTTP_10.0.0.50_80" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88326 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action POST-To-GET-Test_act" - Status "Success" 
Apr  9 04:22:45 <local0.info> 192.168.101.5 04/09/2021:04:22:45 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88327 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "show cs action CSV_HTTP_Simplification_act" - Status "Success" 
Apr  9 04:22:56 <local0.debug> 192.168.101.5 04/09/2021:04:22:56 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76429 0 :  SPCBId 14685 - ClientIP 192.168.101.101 - ClientPort 44437 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:22:56 <local0.info> 192.168.101.5 04/09/2021:04:22:56 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76430 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:22:58 <local0.debug> 192.168.101.5 04/09/2021:04:22:58 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76431 0 :  "CVPN_V2_DHT : ns_cvpn_v2_cookie_jar_dht_entry_cleanup" 
Apr  9 04:22:58 <local0.debug> 192.168.101.5 04/09/2021:04:22:58 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88328 0 :  "CVPN_V2_DHT : ns_cvpn_v2_cookie_jar_dht_entry_cleanup" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88329 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-0 : default AAA Message 88330 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76432 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-1 : default AAA Message 76433 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76434 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:23:00 <local0.debug> 192.168.101.5 04/09/2021:04:23:00 GMT VPX-13 0-PPE-1 : default AAA Message 76435 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:23:10 <local0.debug> 192.168.101.5 04/09/2021:04:23:10 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88331 0 :  SPCBId 12571 - ClientIP 192.168.101.101 - ClientPort 44668 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:23:10 <local0.info> 192.168.101.5 04/09/2021:04:23:10 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88332 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:23:19 <local0.info> 192.168.101.5 04/09/2021:04:23:19 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88333 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:23:20 <local0.info> 192.168.101.5 04/09/2021:04:23:20 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88334 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:23:24 <local0.debug> 192.168.101.5 04/09/2021:04:23:24 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76436 0 :  SPCBId 14686 - ClientIP 192.168.101.101 - ClientPort 44680 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 6 ms 
Apr  9 04:23:24 <local0.info> 192.168.101.5 04/09/2021:04:23:24 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76437 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:23:38 <local0.debug> 192.168.101.5 04/09/2021:04:23:38 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88335 0 :  SPCBId 12572 - ClientIP 192.168.101.101 - ClientPort 44912 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:23:38 <local0.info> 192.168.101.5 04/09/2021:04:23:38 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76438 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:23:52 <local0.debug> 192.168.101.5 04/09/2021:04:23:52 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76439 0 :  SPCBId 14687 - ClientIP 192.168.101.101 - ClientPort 44935 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 3 ms 
Apr  9 04:23:52 <local0.info> 192.168.101.5 04/09/2021:04:23:52 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88336 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76440 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default AAA Message 76441 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76442 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default AAA Message 76443 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76444 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:24:00 <local0.debug> 192.168.101.5 04/09/2021:04:24:00 GMT VPX-13 0-PPE-1 : default AAA Message 76445 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:24:06 <local0.debug> 192.168.101.5 04/09/2021:04:24:06 GMT VPX-13 0-PPE-0 : default SSLLOG SSL_HANDSHAKE_SUCCESS 88337 0 :  SPCBId 12573 - ClientIP 192.168.101.101 - ClientPort 45174 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:24:06 <local0.info> 192.168.101.5 04/09/2021:04:24:06 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76446 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:24:20 <local0.info> 192.168.101.5 04/09/2021:04:24:20 GMT VPX-13 0-PPE-0 : default EVENT MONITORUP 88338 0 :  Monitor DBSMonServiceBinding_login.microsoftonline.com:443_(tcp-default)(vpndbssvc_1339998057) - State UP 
Apr  9 04:24:20 <local0.debug> 192.168.101.5 04/09/2021:04:24:20 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76447 0 :  SPCBId 14688 - ClientIP 192.168.101.101 - ClientPort 45188 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:24:20 <local0.info> 192.168.101.5 04/09/2021:04:24:20 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76448 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:24:34 <local0.debug> 192.168.101.5 04/09/2021:04:24:34 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76449 0 :  SPCBId 14689 - ClientIP 192.168.101.101 - ClientPort 45417 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 5 ms 
Apr  9 04:24:34 <local0.info> 192.168.101.5 04/09/2021:04:24:34 GMT VPX-13 0-PPE-1 : default API CMD_EXECUTED 76450 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:24:48 <local0.debug> 192.168.101.5 04/09/2021:04:24:48 GMT VPX-13 0-PPE-1 : default SSLLOG SSL_HANDSHAKE_SUCCESS 76451 0 :  SPCBId 14690 - ClientIP 192.168.101.101 - ClientPort 45433 - VserverServiceIP 192.168.101.5 - VserverServicePort 443 - ClientVersion TLSv1.2 - CipherSuite "TLS1-AES-256-CBC-SHA" - Session New  - HandshakeTime 4 ms 
Apr  9 04:24:48 <local0.info> 192.168.101.5 04/09/2021:04:24:48 GMT VPX-13 0-PPE-0 : default API CMD_EXECUTED 88339 0 :  User nsroot - Remote_ip 192.168.101.101 - Command "stat ns" - Status "Success" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76452 0 :  "ns_system_authenticate_rba_user nsroot: Encrypted Password" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default AAA Message 76453 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:24:49 <local0.info> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88340 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76454 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default AAA Message 76455 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76456 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-1 : default AAA Message 76457 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
Apr  9 04:24:49 <local0.debug> 192.168.101.5 04/09/2021:04:24:49 GMT VPX-13 0-PPE-0 : default AAA Message 88341 0 :  "VPN_DBSREP_GET{ns_aaa_oauth_get_server_info:1220}, dbsrep_name: mfa.cloud.com_e_1bb_ipv4, dbsrep: 0x12f7ec490, dbsrep->ref_cnt: 2" 
Apr  9 04:24:51 <local0.info> 192.168.101.5 04/09/2021:04:24:51 GMT VPX-13 0-PPE-1 : default CLI CMD_EXECUTED 76458 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "diff ns config savedconfig runningconfig" - Status "Success" 
Apr  9 04:24:52 <local0.debug> 192.168.101.5 04/09/2021:04:24:52 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88342 0 :  "ns_system_authenticate_rba_user nsroot: Encrypted Password" 
Apr  9 04:24:52 <local0.debug> 192.168.101.5 04/09/2021:04:24:52 GMT VPX-13 0-PPE-0 : default AAA Message 88343 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:24:52 <local0.info> 192.168.101.5 04/09/2021:04:24:52 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88344 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:24:52 <local0.info> 192.168.101.5 04/09/2021:04:24:52 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88345 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "scp -pf '/tmp/DIFF_192.168.101.5_e233c3ec-80df-4590-bef2-5d3961aecb43.xml'" - Status "Success" 
Apr  9 04:24:59 <local0.debug> 192.168.101.5 04/09/2021:04:24:59 GMT VPX-13 0-PPE-1 : default SSLVPN Message 76459 0 :  "ns_system_authenticate_rba_user nsroot: Encrypted Password" 
Apr  9 04:24:59 <local0.debug> 192.168.101.5 04/09/2021:04:24:59 GMT VPX-13 0-PPE-1 : default AAA Message 76460 0 :  "rba authentication : user nsroot response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 100000000 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 1" 
Apr  9 04:24:59 <local0.info> 192.168.101.5 04/09/2021:04:24:59 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88346 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "login nsroot "********"" - Status "Success" 
Apr  9 04:24:59 <local0.info> 192.168.101.5 04/09/2021:04:24:59 GMT VPX-13 0-PPE-0 : default CLI CMD_EXECUTED 88347 0 :  User nsroot - Remote_ip 192.168.101.91 - Command "scp -pf '/var/tmp/DIFF_192.168.101.5_e233c3ec-80df-4590-bef2-5d3961aecb43.xml'" - Status "Success" 
Apr  9 04:25:00 <local0.debug> 192.168.101.5 04/09/2021:04:25:00 GMT VPX-13 0-PPE-0 : default SSLVPN Message 88348 0 :  "ns_rba_krpc_user_auth: Encrypted Password" 
Apr  9 04:25:00 <local0.debug> 192.168.101.5 04/09/2021:04:25:00 GMT VPX-13 0-PPE-0 : default AAA Message 88349 0 :  "rba authentication : user #nsinternal# response_len-0 groupLen-0 ssh_pubkey_len-0 cmdPolicyLen-0, partitionLen-0 PromptLen-0 timeout 900 authPolicyLen-0 authActionLen-0 login_attempts 0 allowed_interface 3 interfaceKind 3" 
